"Comunidad.Autónoma";"Provincia";"Gasto.Total.Prestación";"Gasto.Prestación.Contributiva";"Gasto.Subsidio.Desempleo";"Gasto.Renta.Activa.Inserción";"Gasto.Subsidio.Eventuales.Agrarios";"mes";"any"
"Ceuta";"Ceuta";2824,86;1152,01;986,64;375,58;0;"08";"2015"
"Melilla";"Melilla";2342,27;1131,85;870,45;263,97;0;"08";"2015"
"Andalucía";"Almería";37461,63;23442,37;9846,95;2161,67;1572,52;"09";"2015"
"Andalucía";"Cádiz";50003,83;21915,95;17613,09;5000,12;3982,38;"09";"2015"
"Andalucía";"Córdoba";41457,47;14202,83;15078,81;2287,18;9448,99;"09";"2015"
"Andalucía";"Granada";41496,27;17496,21;14620,88;2875,69;5937,73;"09";"2015"
"Andalucía";"Huelva";31471,38;16255,87;9260,51;1702,73;3974,62;"09";"2015"
"Andalucía";"Jaén";32939,42;10659,06;12431,18;1767,78;7756,63;"09";"2015"
"Andalucía";"Málaga";59045,06;28891,66;20100,23;4986,16;4176,45;"09";"2015"
"Andalucía";"Sevilla";87403,08;37807,34;29442,7;6188,17;12619,06;"09";"2015"
"Aragón";"Huesca";6069,29;4602,75;1192,91;240,52;0;"09";"2015"
"Aragón";"Teruel";3579,51;2518,18;855,11;174,71;0;"09";"2015"
"Aragón";"Zaragoza";28801,39;21143,79;6000,47;1482,03;0;"09";"2015"
"Asturias";"Asturias";31175,85;20520,36;8543,87;1963,03;0;"09";"2015"
"Illes Balears";"Balears, Illes";28109,54;19834,68;6861,17;1313,34;0;"09";"2015"
"Canarias";"Palmas, Las";44578,8;25966,2;13404,11;4439,88;0;"09";"2015"
"Canarias";"Santa Cruz de Tenerife";39463,22;21813,49;12977,35;3963,45;0;"09";"2015"
"Cantabria";"Cantabria";17427,76;11667,3;4778,47;912,82;0;"09";"2015"
"Castilla y León";"Ávila";4333,02;2498,14;1425,99;352,03;0;"09";"2015"
"Castilla y León";"Burgos";11167,58;7874,21;2720,5;509,15;0;"09";"2015"
"Castilla y León";"León";14184,91;9456,52;3848,09;790,78;0;"09";"2015"
"Castilla y León";"Palencia";4138,94;2792,72;1091,27;228,14;0;"09";"2015"
"Castilla y León";"Salamanca";9285,53;5760,38;2715,4;682,36;0;"09";"2015"
"Castilla y León";"Segovia";3484,89;2421,42;863,26;174,92;0;"09";"2015"
"Castilla y León";"Soria";2025,21;1425,88;488,65;104,15;0;"09";"2015"
"Castilla y León";"Valladolid";14191,76;10215,18;3058,72;810,01;0;"09";"2015"
"Castilla y León";"Zamora";4561,77;2781,12;1410,63;323,23;0;"09";"2015"
"Castilla - La Mancha";"Albacete";12412,81;7045,36;3818,6;1333,11;0;"09";"2015"
"Castilla - La Mancha";"Ciudad Real";16235,41;8496,74;5532,09;1792,1;0;"09";"2015"
"Castilla - La Mancha";"Cuenca";5561,23;3355,06;1613,14;515,82;0;"09";"2015"
"Castilla - La Mancha";"Guadalajara";8092,25;5730,93;1808,51;484,14;0;"09";"2015"
"Castilla - La Mancha";"Toledo";23488,16;13675,58;7246,31;2149,36;0;"09";"2015"
"Cataluña";"Barcelona";191002,55;137573,65;44086,36;8559,93;0;"09";"2015"
"Cataluña";"Girona";22293,98;15441,75;5654,84;1093,87;0;"09";"2015"
"Cataluña";"Lleida";11412,03;8158,72;2604,64;581,48;0;"09";"2015"
"Cataluña";"Tarragona";25555,62;16793,21;6878,47;1693,56;0;"09";"2015"
"Comunitat Valenciana";"Alicante/Alacant";61192,54;35324,14;19155,96;5748,97;0;"09";"2015"
"Comunitat Valenciana";"Castellón/Castelló";21267,47;12995,86;6524,77;1506,98;0;"09";"2015"
"Comunitat Valenciana";"Valencia/Valéncia";97555,38;63178,18;26190,96;7181,6;0;"09";"2015"
"Extremadura";"Badajoz";29675,43;12284,36;10377,15;2426,18;4178,89;"09";"2015"
"Extremadura";"Cáceres";17612,05;7701,99;6003,79;1152,27;2604,03;"09";"2015"
"Galicia";"Coruña, A";33262,35;22124,74;8987,02;1966,09;0;"09";"2015"
"Galicia";"Lugo";8142,24;5110,8;2446,29;526,86;0;"09";"2015"
"Galicia";"Ourense";8614,52;4974,66;2989,51;590,97;0;"09";"2015"
"Galicia";"Pontevedra";31083,5;19143,1;9630,94;2043,83;0;"09";"2015"
"Madrid";"Madrid";214217,73;167596,88;37658,07;8164,21;0;"09";"2015"
"Murcia";"Murcia";53927,62;37287,68;11728,84;4129,9;0;"09";"2015"
"Navarra";"Navarra";19061,78;14439,98;3908,77;680,87;0;"09";"2015"
"País Vasco";"Araba/Álava";10289,08;8184,6;1862,55;227,45;0;"09";"2015"
"País Vasco";"Gipuzkoa";20125,76;16165,94;3540,86;406,38;0;"09";"2015"
"País Vasco";"Bizkaia";33888,98;26724,96;6277,38;863,44;0;"09";"2015"
"La Rioja";"Rioja, La";9388,37;6994,9;1924,09;434,49;0;"09";"2015"
"Ceuta";"Ceuta";2609,53;1079;962,31;358,21;0;"09";"2015"
"Melilla";"Melilla";2338,51;1126,53;887,37;256,44;0;"09";"2015"
"Andalucía";"Almería";30117,72;16554,34;9474,35;2162,11;1579,18;"10";"2015"
"Andalucía";"Cádiz";51807,05;23246,72;18554,41;5006,42;3906,47;"10";"2015"
"Andalucía";"Córdoba";40351,42;13721,11;14518,86;2295,99;9463,94;"10";"2015"
"Andalucía";"Granada";41471,55;17333,4;14755,85;2912,5;5993,05;"10";"2015"
"Andalucía";"Huelva";29884,68;14501,22;9577,26;1696,68;3888,58;"10";"2015"
"Andalucía";"Jaén";33016,78;10506,49;12523,28;1793,56;7925,87;"10";"2015"
"Andalucía";"Málaga";59643,48;29820,98;20312,53;4946,75;3910,63;"10";"2015"
"Andalucía";"Sevilla";87130,58;37521,71;29479,71;6169,85;12927,47;"10";"2015"
"Aragón";"Huesca";6596,91;5051,72;1282,43;236,31;0;"10";"2015"
"Aragón";"Teruel";3573,19;2485,76;887,11;170,05;0;"10";"2015"
"Aragón";"Zaragoza";29585,15;21967,45;6029,24;1451,61;0;"10";"2015"
"Asturias";"Asturias";31935,41;21046,83;8779,41;1992,52;0;"10";"2015"
"Illes Balears";"Balears, Illes";33897,29;23926,02;8617,38;1282,22;0;"10";"2015"
"Canarias";"Palmas, Las";43038,49;24719,99;13304,17;4390,52;0;"10";"2015"
"Canarias";"Santa Cruz de Tenerife";39297,85;21558,47;13211,94;3953,41;0;"10";"2015"
"Cantabria";"Cantabria";18301,56;12273,19;5068,52;905,21;0;"10";"2015"
"Castilla y León";"Ávila";4500,85;2572,99;1518,55;357,51;0;"10";"2015"
"Castilla y León";"Burgos";11803,09;8408,97;2822,22;515,24;0;"10";"2015"
"Castilla y León";"León";14147,01;9295,36;3971,15;802,3;0;"10";"2015"
"Castilla y León";"Palencia";4400,77;2971,7;1171,95;233,75;0;"10";"2015"
"Castilla y León";"Salamanca";9611,96;5910,91;2901,03;685,18;0;"10";"2015"
"Castilla y León";"Segovia";3461,92;2343,9;920;175,24;0;"10";"2015"
"Castilla y León";"Soria";2142,64;1498,94;532,8;105,46;0;"10";"2015"
"Castilla y León";"Valladolid";14290,56;10170,46;3232,01;797,08;0;"10";"2015"
"Castilla y León";"Zamora";4898,41;2956,27;1577,84;326,29;0;"10";"2015"
"Castilla - La Mancha";"Albacete";12831,74;7289,13;4037,49;1324,42;0;"10";"2015"
"Castilla - La Mancha";"Ciudad Real";17164,58;8928;6043,63;1818,94;0;"10";"2015"
"Castilla - La Mancha";"Cuenca";5792,16;3459,49;1752,55;517,95;0;"10";"2015"
"Castilla - La Mancha";"Guadalajara";8017,15;5634,72;1843,32;485,28;0;"10";"2015"
"Castilla - La Mancha";"Toledo";24146,51;13995,85;7644,68;2176,92;0;"10";"2015"
"Cataluña";"Barcelona";188726,86;135077,12;44495,45;8537,22;0;"10";"2015"
"Cataluña";"Girona";25196,17;17198,19;6822,58;1084,88;0;"10";"2015"
"Cataluña";"Lleida";13271,52;9531,72;3072,36;607,98;0;"10";"2015"
"Cataluña";"Tarragona";27526,54;17961,59;7716,38;1687,3;0;"10";"2015"
"Comunitat Valenciana";"Alicante/Alacant";60091,18;34356,65;19308,08;5687,87;0;"10";"2015"
"Comunitat Valenciana";"Castellón/Castelló";19603,39;11801,91;6125,2;1494,22;0;"10";"2015"
"Comunitat Valenciana";"Valencia/Valéncia";89183,32;56131,25;25112,43;7112,9;0;"10";"2015"
"Extremadura";"Badajoz";31520,69;13195,29;11145,34;2374,3;4464,07;"10";"2015"
"Extremadura";"Cáceres";17731,33;7692,38;6242,2;1129,08;2545,14;"10";"2015"
"Galicia";"Coruña, A";34310,85;22876,96;9314,63;1963,5;0;"10";"2015"
"Galicia";"Lugo";8381,99;5271,66;2538,69;519,88;0;"10";"2015"
"Galicia";"Ourense";8919,64;5219,28;3054,28;593,92;0;"10";"2015"
"Galicia";"Pontevedra";32674,68;20206,16;10199,42;2044,57;0;"10";"2015"
"Madrid";"Madrid";208641,59;162218,28;37758,74;8079,17;0;"10";"2015"
"Murcia";"Murcia";50106,99;33590,07;11801,94;4107,48;0;"10";"2015"
"Navarra";"Navarra";19212,94;14595,82;3924,81;670,07;0;"10";"2015"
"País Vasco";"Araba/Álava";10304,41;8252,36;1815,94;222,76;0;"10";"2015"
"País Vasco";"Gipuzkoa";19687,5;15718,31;3566,11;391,16;0;"10";"2015"
"País Vasco";"Bizkaia";33220,55;26016,49;6339,05;847,98;0;"10";"2015"
"La Rioja";"Rioja, La";9286,22;6837,51;1991,21;429,48;0;"10";"2015"
"Ceuta";"Ceuta";2535,62;1079,06;940,25;348,67;0;"10";"2015"
"Melilla";"Melilla";2366,97;1173,18;903,04;253,23;0;"10";"2015"
"Andalucía";"Almería";25835,51;13201,28;8591,84;2157,88;1552,87;"11";"2015"
"Andalucía";"Cádiz";54183,25;25679,68;18626,03;5084,84;3835,68;"11";"2015"
"Andalucía";"Córdoba";38036,05;13203,14;13390,15;2294,15;8820,82;"11";"2015"
"Andalucía";"Granada";40996,48;17636,54;14198,4;2913,85;5808,92;"11";"2015"
"Andalucía";"Huelva";30336,32;14664,08;9752,68;1695,32;4010,8;"11";"2015"
"Andalucía";"Jaén";30236,11;10315,65;10778,97;1763,95;7121,27;"11";"2015"
"Andalucía";"Málaga";63722,63;34124,62;20124,89;4970,45;3916,71;"11";"2015"
"Andalucía";"Sevilla";86647,03;37905,22;28944,1;6260,62;12579,74;"11";"2015"
"Aragón";"Huesca";6808,48;5220,21;1332,91;230,3;0;"11";"2015"
"Aragón";"Teruel";3741,41;2633,66;914,21;169,93;0;"11";"2015"
"Aragón";"Zaragoza";29228,86;21541,04;6133,74;1431,21;0;"11";"2015"
"Asturias";"Asturias";32904,93;21960,54;8851,43;1985,81;0;"11";"2015"
"Illes Balears";"Balears, Illes";62890,32;46174,79;15404,81;1250,3;0;"11";"2015"
"Canarias";"Palmas, Las";43055,05;24949,82;13124,19;4408,73;0;"11";"2015"
"Canarias";"Santa Cruz de Tenerife";39854,49;21864,21;13502,63;3984,37;0;"11";"2015"
"Cantabria";"Cantabria";19114,31;12970,25;5177,7;914,54;0;"11";"2015"
"Castilla y León";"Ávila";4854,6;2792,72;1646,17;360,1;0;"11";"2015"
"Castilla y León";"Burgos";12382,5;8890,43;2921,37;516,48;0;"11";"2015"
"Castilla y León";"León";14634,68;9613,01;4146,45;801,51;0;"11";"2015"
"Castilla y León";"Palencia";4657,5;3194,47;1211,22;227,5;0;"11";"2015"
"Castilla y León";"Salamanca";9887,26;6059,69;3034,39;685,23;0;"11";"2015"
"Castilla y León";"Segovia";3917,13;2713,99;1007,4;174,87;0;"11";"2015"
"Castilla y León";"Soria";2343,35;1655,61;577,68;105,29;0;"11";"2015"
"Castilla y León";"Valladolid";15232,71;10888,23;3459,24;801,76;0;"11";"2015"
"Castilla y León";"Zamora";5084,96;3064,67;1648,6;334,97;0;"11";"2015"
"Castilla - La Mancha";"Albacete";12998,84;7410,07;4073,12;1347,55;0;"11";"2015"
"Castilla - La Mancha";"Ciudad Real";17394,04;9085,22;6113,94;1840,93;0;"11";"2015"
"Castilla - La Mancha";"Cuenca";5906;3525,62;1788,38;533,44;0;"11";"2015"
"Castilla - La Mancha";"Guadalajara";8118,16;5719,37;1859,51;489,35;0;"11";"2015"
"Castilla - La Mancha";"Toledo";24427,06;14054,43;7846,99;2217,34;0;"11";"2015"
"Cataluña";"Barcelona";190201,65;136110,74;45071,98;8469,72;0;"11";"2015"
"Cataluña";"Girona";29562,59;20505,47;7891,43;1085,55;0;"11";"2015"
"Cataluña";"Lleida";13648,9;9769;3199,86;628,51;0;"11";"2015"
"Cataluña";"Tarragona";31308,84;20850,77;8625,54;1691,24;0;"11";"2015"
"Comunitat Valenciana";"Alicante/Alacant";59940,7;34257,45;19383,67;5621,68;0;"11";"2015"
"Comunitat Valenciana";"Castellón/Castelló";19108,8;11656,26;5808,43;1489,94;0;"11";"2015"
"Comunitat Valenciana";"Valencia/Valéncia";85652,17;53809,47;24064,17;7015,1;0;"11";"2015"
"Extremadura";"Badajoz";32831,03;13908,51;11715,14;2342,46;4543,88;"11";"2015"
"Extremadura";"Cáceres";18153,19;7967,23;6393,16;1098,3;2578,52;"11";"2015"
"Galicia";"Coruña, A";35471,65;23937,15;9431,01;1965,66;0;"11";"2015"
"Galicia";"Lugo";8835,13;5611,72;2658,51;516,83;0;"11";"2015"
"Galicia";"Ourense";9094,33;5285,2;3178,79;578,45;0;"11";"2015"
"Galicia";"Pontevedra";33798,92;21157,1;10491,2;1966,37;0;"11";"2015"
"Madrid";"Madrid";209470,75;162902,38;37981,84;8052,72;0;"11";"2015"
"Murcia";"Murcia";47986,21;31531,84;11755,45;4140,14;0;"11";"2015"
"Navarra";"Navarra";19741,4;15068,79;3987,04;665,02;0;"11";"2015"
"País Vasco";"Araba/Álava";10192,07;8111,13;1849,08;219,61;0;"11";"2015"
"País Vasco";"Gipuzkoa";19319,6;15351,13;3558,88;397,92;0;"11";"2015"
"País Vasco";"Bizkaia";33103,69;25894,14;6356,34;839,88;0;"11";"2015"
"La Rioja";"Rioja, La";9787,33;7273,35;2044,46;439,78;0;"11";"2015"
"Ceuta";"Ceuta";2526,62;1037,35;945,27;361,73;0;"11";"2015"
"Melilla";"Melilla";2226,06;1046,92;873,3;260,4;0;"11";"2015"
"Andalucía";"Almería";24395,64;12550,67;7891,08;2175,61;1460,48;"12";"2015"
"Andalucía";"Cádiz";54764,57;26769,14;18190,62;5182,9;3715,07;"12";"2015"
"Andalucía";"Córdoba";34016;12092,12;11565,75;2242,1;7820,57;"12";"2015"
"Andalucía";"Granada";38805,17;17240,25;12960,28;2884,79;5315,44;"12";"2015"
"Andalucía";"Huelva";29950,38;14733,07;9381,17;1692,3;3932,61;"12";"2015"
"Andalucía";"Jaén";21801,57;7792,92;6967,24;1557;5265,96;"12";"2015"
"Andalucía";"Málaga";64839,01;36086,42;19522,17;4998,8;3667,56;"12";"2015"
"Andalucía";"Sevilla";84756,58;37007,15;28202,77;6403,42;12181,26;"12";"2015"
"Aragón";"Huesca";6306,56;4780,27;1274,16;229,21;0;"12";"2015"
"Aragón";"Teruel";3771,92;2666,18;909,15;175,42;0;"12";"2015"
"Aragón";"Zaragoza";29250,54;21716,97;6009,18;1421,54;0;"12";"2015"
"Asturias";"Asturias";33405,38;22563,38;8775,84;1975,38;0;"12";"2015"
"Illes Balears";"Balears, Illes";86105,27;66097,78;18664,76;1282,99;0;"12";"2015"
"Canarias";"Palmas, Las";42618,08;24658,61;12893,97;4496,83;0;"12";"2015"
"Canarias";"Santa Cruz de Tenerife";39783;21745,81;13384,89;4162,07;0;"12";"2015"
"Cantabria";"Cantabria";19237,78;13138,47;5109,53;936,7;0;"12";"2015"
"Castilla y León";"Ávila";4852,98;2848,59;1575,82;374,65;0;"12";"2015"
"Castilla y León";"Burgos";12116,4;8675,32;2868,74;522,06;0;"12";"2015"
"Castilla y León";"León";14532,23;9530,43;4125,62;811,92;0;"12";"2015"
"Castilla y León";"Palencia";4708,26;3236,74;1220,92;228,33;0;"12";"2015"
"Castilla y León";"Salamanca";9858,1;6073,4;3008,47;682,68;0;"12";"2015"
"Castilla y León";"Segovia";3936,19;2739,83;998,83;177,69;0;"12";"2015"
"Castilla y León";"Soria";2338,99;1658,63;571,94;103,62;0;"12";"2015"
"Castilla y León";"Valladolid";14284,28;10032,76;3357,34;818,65;0;"12";"2015"
"Castilla y León";"Zamora";5132,56;3086,3;1669,33;341,42;0;"12";"2015"
"Castilla - La Mancha";"Albacete";13526,7;7969,15;4043,28;1358,2;0;"12";"2015"
"Castilla - La Mancha";"Ciudad Real";17374,69;9276,4;5924,44;1827,53;0;"12";"2015"
"Castilla - La Mancha";"Cuenca";5963,48;3603,09;1764,06;537,33;0;"12";"2015"
"Castilla - La Mancha";"Guadalajara";8119,19;5763,35;1825,51;486,35;0;"12";"2015"
"Castilla - La Mancha";"Toledo";24005,43;13829,11;7607,31;2266,27;0;"12";"2015"
"Cataluña";"Barcelona";187059,48;133738,08;44259,54;8544,12;0;"12";"2015"
"Cataluña";"Girona";31312,35;22210,49;7908,27;1122,83;0;"12";"2015"
"Cataluña";"Lleida";12963,55;9166,21;3099,69;643,6;0;"12";"2015"
"Cataluña";"Tarragona";32335;21837,16;8622,78;1733,06;0;"12";"2015"
"Comunitat Valenciana";"Alicante/Alacant";59754,42;34223,58;19111,61;5762,54;0;"12";"2015"
"Comunitat Valenciana";"Castellón/Castelló";18991,08;11836,65;5546,79;1464,43;0;"12";"2015"
"Comunitat Valenciana";"Valencia/Valéncia";83177,98;52184,05;23274,85;6981,53;0;"12";"2015"
"Extremadura";"Badajoz";32321,56;13784,97;11500,72;2320,29;4404,05;"12";"2015"
"Extremadura";"Cáceres";18526,63;8289,38;6429,97;1095,13;2602,6;"12";"2015"
"Galicia";"Coruña, A";36471,3;24899,35;9436,13;2008,01;0;"12";"2015"
"Galicia";"Lugo";9039,86;5783,88;2679,39;531,93;0;"12";"2015"
"Galicia";"Ourense";9315,12;5506,62;3171,74;587,53;0;"12";"2015"
"Galicia";"Pontevedra";34327,24;21661,65;10468,71;2014,94;0;"12";"2015"
"Madrid";"Madrid";202857,99;156327,15;37700,52;8324,14;0;"12";"2015"
"Murcia";"Murcia";46662,13;30410,77;11523,61;4184,7;0;"12";"2015"
"Navarra";"Navarra";19952,16;15257,13;4015,72;660,23;0;"12";"2015"
"País Vasco";"Araba/Álava";9653,17;7647,84;1779,37;216,56;0;"12";"2015"
"País Vasco";"Gipuzkoa";18987,42;15077,31;3503,81;395,28;0;"12";"2015"
"País Vasco";"Bizkaia";32327,02;25344,48;6124,27;844,47;0;"12";"2015"
"La Rioja";"Rioja, La";9490,12;6977,51;2022,08;461,27;0;"12";"2015"
"Ceuta";"Ceuta";2464,49;1007,17;907,18;371,98;0;"12";"2015"
"Melilla";"Melilla";2038,1;926,35;817,35;249,5;0;"12";"2015"
"Andalucía";"Almería";31659,8;18514,84;9330,82;2184,26;1629,88;"01";"2014"
"Andalucía";"Cádiz";68531,75;37494,12;21677,6;5108,22;4251,81;"01";"2014"
"Andalucía";"Córdoba";43056,95;19858,96;12371,46;2200,54;8625,99;"01";"2014"
"Andalucía";"Granada";47325,32;24594,68;14058,65;2729,29;5942,7;"01";"2014"
"Andalucía";"Huelva";33296;18050,42;9714,29;1703,55;3827,74;"01";"2014"
"Andalucía";"Jaén";28234,54;11727,69;7826,97;1527,73;7152,15;"01";"2014"
"Andalucía";"Málaga";85428,81;51783,58;24122;5530,23;3993;"01";"2014"
"Andalucía";"Sevilla";112080,81;60466,39;32535,88;6001,32;13077,22;"01";"2014"
"Aragón";"Huesca";9322,71;7439,94;1648,62;234,15;0;"01";"2014"
"Aragón";"Teruel";6328,87;4891,89;1243,79;193,19;0;"01";"2014"
"Aragón";"Zaragoza";48168,41;38557,61;8087,52;1523,28;0;"01";"2014"
"Asturias";"Asturias";53136,05;39358,86;11726,99;2050,2;0;"01";"2014"
"Illes Balears";"Balears, Illes";93169,65;71557,25;20044,88;1567,52;0;"01";"2014"
"Canarias";"Palmas, Las";54655,32;33388,26;16233,9;5033,16;0;"01";"2014"
"Canarias";"Santa Cruz de Tenerife";50185,19;29904,35;15826,34;4454,5;0;"01";"2014"
"Cantabria";"Cantabria";30696,8;23793,08;5866,13;1037,59;0;"01";"2014"
"Castilla y León";"Ávila";6939,29;4559,36;1970,45;409,48;0;"01";"2014"
"Castilla y León";"Burgos";19084,53;15012,58;3513,22;558,73;0;"01";"2014"
"Castilla y León";"León";23178,91;17329,11;5057,65;792,15;0;"01";"2014"
"Castilla y León";"Palencia";7246,29;5448,92;1514,73;282,64;0;"01";"2014"
"Castilla y León";"Salamanca";14935,33;10644,85;3549,87;740,61;0;"01";"2014"
"Castilla y León";"Segovia";6785,08;5329,04;1246,28;209,76;0;"01";"2014"
"Castilla y León";"Soria";4364,34;3556,98;702,02;105,34;0;"01";"2014"
"Castilla y León";"Valladolid";24037,12;18691,03;4422,29;923,8;0;"01";"2014"
"Castilla y León";"Zamora";7865,96;5516,19;2000,07;349,7;0;"01";"2014"
"Castilla - La Mancha";"Albacete";20632,09;14154,8;4976,38;1500,91;0;"01";"2014"
"Castilla - La Mancha";"Ciudad Real";25601,81;16936,74;6920,05;1745,02;0;"01";"2014"
"Castilla - La Mancha";"Cuenca";9352,79;6573;2199,28;580,51;0;"01";"2014"
"Castilla - La Mancha";"Guadalajara";13417,45;10323,12;2573,14;521,19;0;"01";"2014"
"Castilla - La Mancha";"Toledo";37746,19;26659,94;8898,4;2187,85;0;"01";"2014"
"Cataluña";"Barcelona";285365,8;217318,33;58799,06;9248,41;0;"01";"2014"
"Cataluña";"Girona";42466,69;31505,84;9783,1;1177,75;0;"01";"2014"
"Cataluña";"Lleida";19072,61;14617,88;3854,28;600,45;0;"01";"2014"
"Cataluña";"Tarragona";47051,84;34316,6;11000,61;1734,63;0;"01";"2014"
"Comunitat Valenciana";"Alicante/Alacant";83894,14;52854,18;24591,95;6448,01;0;"01";"2014"
"Comunitat Valenciana";"Castellón/Castelló";28928,79;20022,34;7363,22;1543,23;0;"01";"2014"
"Comunitat Valenciana";"Valencia/Valéncia";126020,32;88039,49;30627,96;7352,87;0;"01";"2014"
"Extremadura";"Badajoz";41169,84;20713,81;13068,96;2614,22;4772,85;"01";"2014"
"Extremadura";"Cáceres";25111,73;13288,82;7592,24;1231,23;2999,44;"01";"2014"
"Galicia";"Coruña, A";54514,73;40674,74;11824,7;2015,29;0;"01";"2014"
"Galicia";"Lugo";13946,81;10189,66;3226,57;530,58;0;"01";"2014"
"Galicia";"Ourense";13559,93;9067,43;3880,71;611,79;0;"01";"2014"
"Galicia";"Pontevedra";51562,29;36421,92;12950,54;2189,83;0;"01";"2014"
"Madrid";"Madrid";310772,64;253911,74;48368,21;8492,69;0;"01";"2014"
"Murcia";"Murcia";67157,31;47070,87;15820,79;4265,65;0;"01";"2014"
"Navarra";"Navarra";33245,91;27117,58;5481,36;646,97;0;"01";"2014"
"País Vasco";"Araba/Álava";16233,96;13608,65;2382,42;242,89;0;"01";"2014"
"País Vasco";"Gipuzkoa";31183,2;25959,31;4766,05;457,84;0;"01";"2014"
"País Vasco";"Bizkaia";53975,13;44743,7;8199,73;1031,7;0;"01";"2014"
"La Rioja";"Rioja, La";15596,31;12479,13;2669,58;447,6;0;"01";"2014"
"Ceuta";"Ceuta";2829,8;1444;1069,66;316,14;0;"01";"2014"
"Melilla";"Melilla";2662,56;1361,84;1008,91;291,81;0;"01";"2014"
"Andalucía";"Almería";30106,42;17175,48;9184,82;2193,44;1552,68;"02";"2014"
"Andalucía";"Cádiz";64891,66;34379,81;21269,33;5213,5;4029,02;"02";"2014"
"Andalucía";"Córdoba";42149,29;19416,82;12326,17;2224,75;8181,55;"02";"2014"
"Andalucía";"Granada";45956,98;23399,49;14041,07;2792,19;5724,23;"02";"2014"
"Andalucía";"Huelva";28873,31;14335,34;9116,45;1749,29;3672,23;"02";"2014"
"Andalucía";"Jaén";27115,37;12155,63;7397,98;1607,56;5954,2;"02";"2014"
"Andalucía";"Málaga";82026,18;48466,19;24001,7;5553,62;4004,67;"02";"2014"
"Andalucía";"Sevilla";109581;57527,73;32711,91;6185,57;13155,79;"02";"2014"
"Aragón";"Huesca";8694,07;6817,14;1636,85;240,08;0;"02";"2014"
"Aragón";"Teruel";5987,81;4577,57;1211,95;198,29;0;"02";"2014"
"Aragón";"Zaragoza";46489,65;36996,55;7918,83;1574,27;0;"02";"2014"
"Asturias";"Asturias";51353,79;37640,87;11633,67;2079,25;0;"02";"2014"
"Illes Balears";"Balears, Illes";80979,14;60315,33;19079,83;1583,98;0;"02";"2014"
"Canarias";"Palmas, Las";53794,26;32695,47;16068,83;5029,96;0;"02";"2014"
"Canarias";"Santa Cruz de Tenerife";49558,91;29427,23;15672,52;4459,16;0;"02";"2014"
"Cantabria";"Cantabria";29287,36;22413,88;5811,3;1062,18;0;"02";"2014"
"Castilla y León";"Ávila";6741,56;4366,94;1960,96;413,66;0;"02";"2014"
"Castilla y León";"Burgos";18112,06;14108,31;3447,2;556,55;0;"02";"2014"
"Castilla y León";"León";22644,92;16839,22;5009,89;795,81;0;"02";"2014"
"Castilla y León";"Palencia";6988,11;5190,63;1512,75;284,73;0;"02";"2014"
"Castilla y León";"Salamanca";14077,75;9862,21;3475,43;740,11;0;"02";"2014"
"Castilla y León";"Segovia";6580,04;5141,63;1224,05;214,36;0;"02";"2014"
"Castilla y León";"Soria";4140,76;3341,66;693,76;105,34;0;"02";"2014"
"Castilla y León";"Valladolid";23482,13;18168,28;4360,98;952,87;0;"02";"2014"
"Castilla y León";"Zamora";7771,53;5405,53;2002,22;363,78;0;"02";"2014"
"Castilla - La Mancha";"Albacete";19574,15;13167,18;4915,82;1491,15;0;"02";"2014"
"Castilla - La Mancha";"Ciudad Real";25016,71;16160,51;7074,99;1781,21;0;"02";"2014"
"Castilla - La Mancha";"Cuenca";8821,91;6040,77;2189,71;591,43;0;"02";"2014"
"Castilla - La Mancha";"Guadalajara";12857,9;9723,03;2595,98;538,89;0;"02";"2014"
"Castilla - La Mancha";"Toledo";37198,66;25988,28;8935,28;2275,1;0;"02";"2014"
"Cataluña";"Barcelona";273594,69;206274,02;57936,46;9384,21;0;"02";"2014"
"Cataluña";"Girona";39779,78;29096,91;9475,78;1207,09;0;"02";"2014"
"Cataluña";"Lleida";17904,73;13502,11;3775,93;626,69;0;"02";"2014"
"Cataluña";"Tarragona";44629,76;32024,63;10812,68;1792,45;0;"02";"2014"
"Comunitat Valenciana";"Alicante/Alacant";80289,61;49600,04;24099,98;6589,59;0;"02";"2014"
"Comunitat Valenciana";"Castellón/Castelló";29030,63;19671,49;7786,34;1572,8;0;"02";"2014"
